Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_1,6,6,6,0,6
,"",_2,3,2,3,0,3
,"",_3,1,1,1,0,1
,"",_4,1,1,0,0,0
,"",_5,1,1,1,0,1
,"",_6,1,1,1,0,1
,"",_7,1,1,1,0,1
,"",_8,1,1,1,0,1
,"",_9,1,1,1,0,1
,"",_10,1,1,1,0,1
,"",_11,1,1,1,0,1
,"",_12,1,1,1,0,1
,"",_13,1,1,1,0,1
,"",_14,1,1,1,0,1
,"",_15,1,1,1,0,1
,"",_16,1,1,1,0,1
,"",_17,1,1,1,0,1
,"",_18,1,1,1,0,1
,"",_19,1,1,1,0,1
,"",_20,1,1,1,0,1
,"",_21,1,1,1,0,1
,"",_22,1,1,1,0,1
,"",_23,1,1,1,0,1
,"",_24,1,1,1,0,1

